Unique ID,State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/Action Taken,Week
RJ/SIK/2024/42/2575,Rajasthan,Sikar,Acute Gastroenteritis,40,0,17-10-2024,18-10-2024,Under Control,"Cases from Village Chudala, PHC Sanwalpura Tanwran. Diarrhea, vomiting, nausea after religious function. Age group 20-29 years. Both water samples unsatisfactory. Water source chlorinated. District RRT investigated.",Week 42
TN/NMK/2024/42/2576,Tamil Nadu,Namakkal,Mumps,5,0,18-10-2024,19-10-2024,Under Surveillance,"Cases from school, Village Pallavanaickenpatti, Sub-District Rasipuram. Fever & swelling of cheeks. Age group 6-10 years. 2 serum samples positive for Mumps IgM. District RRT investigated.",Week 42
TN/TNK/2024/42/2577,Tamil Nadu,Tenkasi,Hepatitis A,12,0,15-10-2024,15-10-2024,Under Control,"Cases from same family, Village Kodikurichi. Jaundice, fever, abdominal pain, vomiting. Age group >11 years. 7 of 10 serum samples positive for Anti-HAV IgM. District RRT investigated.",Week 42
TN/VRD/2024/42/2578,Tamil Nadu,Virudhunagar,Typhoid,8,0,11-10-2024,14-10-2024,Under Surveillance,"Cases from Village S. Kodikulam, Sub-District Watrap. Fever, headache, myalgia, fatigue. Age group 6-15 years. All 5 serum samples positive for Salmonella typhi on Widal test. District RRT investigated.",Week 42
UP/BLA/2024/42/2579,Uttar Pradesh,Ballia,Acute Diarrheal Disease,30,0,15-10-2024,17-10-2024,Under Surveillance,"Cases from Village Sonaidi (Ward 12), CHC Rasara. Loose motion and vomiting. Age group 12-60 years. All 5 water samples non-potable. Alternate water supply arranged. Outbreak may be due to contaminated water from pipeline leakages.",Week 42
UP/BRB/2024/42/2580,Uttar Pradesh,Barabanki,Food Poisoning,13,0,11-10-2024,15-10-2024,Under Control,"Cases from Village Salempur, Block Fatehpur. Loose motion after social gathering. Age group 5-57 years. ORS packets given. Chlorine tablets distributed. Block RRT investigated.",Week 42
UK/NAN/2024/42/2581,Uttarakhand,Nainital,Dengue,8,0,14-10-2024,18-10-2024,Under Control,"Cases from Bhimtal CHC, Village Ranibagh. Fever, weakness, myalgia, vomiting. 3 of 6 blood samples positive for Dengue IgM. Fogging and source reduction done. District RRT investigated.",Week 42
WB/PBD/2024/42/2582,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,19,0,17-10-2024,19-10-2024,Under Control,"Cases from Village Akbarnagar, Sub-District Manteswar. Abdominal pain, loose watery stool, vomiting. Age group 6-14 years. Both rectal swabs negative. Water sample non-potable. Outbreak may be due to contaminated pond water. District RRT investigated.",Week 42
WB/PRL/2024/42/2583,West Bengal,Purulia,Acute Diarrheal Disease,280,0,18-10-2024,19-10-2024,Under Surveillance,"Cases from Villages Satra, Ulda, Bhatin. Loose watery stool. All age groups affected. All rectal swabs negative. Water samples non-potable. Outbreak may be due to contaminated drinking water. District RRT investigated.",Week 42
AP/NTR/2024/42/2584,Andhra Pradesh,Nandamuri Taraka Rama Rao Garu,Acute Diarrheal Disease,8,0,27-07-2024,,Under Control,Late report. Cases from Village Korlamanda. Diarrhea. 1 of 8 water samples unsatisfactory. District RRT investigated.,Week 42
KL/ERN/2024/42/2585,Kerala,Ernakulam,Hepatitis A,11,0,05-10-2024,,Under Surveillance,Late report. Cases from PHC Kalamassery. Fever. Age group 6-15 years. Both blood samples positive for Anti-HAV IgM. 1 of 3 water samples positive for Coliform. Outbreak due to contaminated drinking water.,Week 42
KL/ERN/2024/42/2586,Kerala,Ernakulam,Hepatitis A,8,0,04-10-2024,,Under Surveillance,Late report. Cases from UPHC Thrikkakkara. Fever. Age group 6-15 years. All 3 samples positive for Anti-HAV IgM. All cases epidemiologically linked. District RRT investigated.,Week 42
MP/DMH/2024/42/2587,Madhya Pradesh,Damoh,Acute Diarrheal Disease,16,0,09-10-2024,,Under Surveillance,"Late report. Cases from HWC Patnakhurd, PHC Abhana. Diarrhea and vomiting. Age group 1-75 years. Water sample showed growth of Coliform. District RRT investigated.",Week 42
MP/STN/2024/42/2588,Madhya Pradesh,Satna,Diphtheria,5,0,30-08-2024,,Under Control,"Late report. Cases from Village Chulahni, Block Sohawal. Cough, breathlessness, fever. Age group 1-14 years. Unvaccinated cases. 1 of 2 throat swabs positive for Diphtheria. Extra immunization session conducted.",Week 42
MG/WKH/2024/42/2589,Meghalaya,South West Khasi Hills,Shigellosis,5,0,25-09-2024,,Under Control,"Late report. Cases from Mawlieh Rangjadong Village. Fever, abdominal cramps, diarrhea. Age group 2-11 years. All 4 stool samples positive for Shigella spp. Outbreak linked to open defecation and contaminated water. District RRT investigated.",Week 42
RJ/BHT/2024/42/2590,Rajasthan,Bharatpur,Diphtheria,3,1,01-10-2024,,Under Surveillance,"Late report. Cases from Village Palla, Sub-District Kaman. Fever with throat pain. Unvaccinated cases. 1 throat swab positive for Diphtheria. Death of a 7-year-old male child on 14.09.2024.",Week 42
RJ/BHT/2024/42/2591,Rajasthan,Bharatpur,Diphtheria,5,2,01-10-2024,,Under Surveillance,"Late report. Cases from Village Dharamshala, Sub-District Kaman. Fever with throat pain. 1 of 2 throat swabs positive for Diphtheria. Two deaths: 2-year-old female child and 6-year-old male child.",Week 42
AP/PLN/2024/43/2592,Andhra Pradesh,Palnadu,Acute Diarrheal Disease,15,0,24-10-2024,25-10-2024,Under Surveillance,"Cases from village Naranpuram, Sub-District Dachepalli. Loose stools and vomiting. All water samples unfit for potable purpose. District RRT investigated.",Week 43
AS/JHT/2024/43/2593,Assam,Jorhat,Shigellosis,12,0,23-10-2024,23-10-2024,Under Surveillance,"Cases from Village Jokaichuk Gaon, Sub-District Titabor. Nausea, vomiting, loose stools, pain abdomen. 1 sample positive for Shigella Sonnei on culture. District RRT investigated.",Week 43
AS/JHT/2024/43/2594,Assam,Jorhat,Acute Diarrheal Disease,12,0,18-10-2024,21-10-2024,Under Control,"Cases from Village Sokalating Grant, Sub-District Jorhat West. Vomiting, loose stools, pain abdomen. 1 sample positive for Vibrio cholrae, 1 for Klebsiella. District RRT investigated.",Week 43
CT/KNK/2024/43/2595,Chhattisgarh,Kanker,Mumps,10,0,19-10-2024,21-10-2024,Under Surveillance,"Cases from Village Charbhathi, Sub-District Narharpur. Swelling of parotid glands, pain and fever. Age group <15 years. District RRT investigated.",Week 43
CT/MAH/2024/43/2596,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,63,0,23-10-2024,25-10-2024,Under Control,"Cases from Village Koma, Sub-District Bagbahra. Loose stools and vomiting. Stool samples negative. Water samples unfit. District RRT investigated.",Week 43
GJ/BHR/2024/43/2597,Gujarat,Bharuch,Jaundice,55,0,23-10-2024,24-10-2024,Under Surveillance,"Cases from Village Nikora, Sub-District Bharuch. Fever, jaundice. All 8 blood samples negative for Hepatitis A and E IgM. District RRT investigated.",Week 43
GJ/NAR/2024/43/2598,Gujarat,Narmada,Measles,12,0,25-10-2024,25-10-2024,Under Surveillance,"Cases from Village Bhilvashi, Sub-District Garudeshwar. Fever with rash. 3 of 4 blood samples positive for Measles IgM. Age group 1-11 years. Vitamin A given. District RRT investigated.",Week 43
JK/KUL/2024/43/2599,Jammu and Kashmir,Kulgam,Hepatitis A,9,0,24-10-2024,25-10-2024,Under Surveillance,"Cases from Village Kholora, Sub-District Kulgam. Jaundice, fever, pain abdomen. 9 of 20 blood samples positive for Hepatitis A IgM. All 3 water samples unfit. District RRT investigated.",Week 43
JH/DMK/2024/43/2600,Jharkhand,Dumka,Acute Diarrheal Disease,11,0,20-10-2024,21-10-2024,Under Surveillance,"Cases from Village Sonadhap, Sub-District Shikaripara. Loose stools and vomiting. Water sample fit. District RRT investigated.",Week 43
JH/ESB/2024/43/2601,Jharkhand,East Singhbum,Acute Diarrheal Disease,4,2,23-10-2024,24-10-2024,Under Control,"Cases from Village Gohla, Sub-District Musabani. Loose stools and vomiting. All 4 water samples unfit. 60-year-old male expired on 21st October 2024 and 55-year-old female expired on 23rd October 2024. District RRT investigated.",Week 43
JH/KOD/2024/43/2602,Jharkhand,Koderma,Acute Diarrheal Disease,26,0,21-10-2024,21-10-2024,Under Surveillance,"Cases from Village Tolkhar, Sub-District Markacho. Loose stools and vomiting. District RRT investigated.",Week 43
JH/SIM/2024/43/2603,Jharkhand,Simdega,Malaria,32,0,24-10-2024,24-10-2024,Under Surveillance,"Cases from Village Pohshar, Sub-District Bano. Fever with chills. 29 of 31 blood samples positive for malaria (15 P. falciparum and 14 P. vivax). Anti-malarial treatment given. District RRT investigated.",Week 43
JH/SIM/2024/43/2604,Jharkhand,Simdega,Mumps,23,0,21-10-2024,21-10-2024,Under Surveillance,"Cases from Village Kurpani, Sub-District Thethaitangar. Swelling of parotid glands. 9 of 10 blood samples positive for Mumps IgM. Age group 2-15 years. All cases unvaccinated. District RRT investigated.",Week 43
KN/BAL/2024/43/2605,Karnataka,Ballari,Measles,11,0,22-10-2024,22-10-2024,Under Surveillance,"Cases from Yarangali Village, Koluru PHC. Fever with rash. Age group 6-9 years. 5 of 10 blood samples positive for Measles IgM. All other cases epidemiologically linked. District RRT investigated.",Week 43
KN/DHW/2024/43/2606,Karnataka,Dharwad,Acute Diarrheal Disease,94,0,24-10-2024,25-10-2024,Under Surveillance,"Cases from Village Muttagi, Sub-District Kalghatgi. Loose stools & vomiting. Age group 1-29 years. All 5 water samples non-potable by MPN method. District RRT investigated.",Week 43
KN/HAS/2024/43/2607,Karnataka,Hassan,Acute Diarrheal Disease,27,0,23-10-2024,24-10-2024,Under Surveillance,"Cases from Village Ragibommenahalli, Sub-District Channarayapatna. Diarrhea and vomiting. Stool sample negative. Outbreak may be due to contaminated water from pipeline leakage. District RRT investigated.",Week 43
KN/TMK/2024/43/2608,Karnataka,Tumakuru,Acute Diarrheal Disease,22,0,23-10-2024,23-10-2024,Under Surveillance,"Cases from Village Soralamavu, Sub-District Chiknayakanhalli. Diarrhea and vomiting. 5 of 7 water samples non-potable. Stool negative. Outbreak due to contaminated drinking water. District RRT investigated.",Week 43
KN/VIJ/2024/43/2609,Karnataka,Vijayanagar,Chikungunya,73,0,23-10-2024,26-10-2024,Under Surveillance,"Cases from Village K. Kallahalli, Sub-District Harapanahalli. Fever. 6 of 12 blood samples positive for Chikungunya IgM. District RRT investigated.",Week 43
KN/VIJ/2024/43/2610,Karnataka,Vijayanagar,Leptospirosis,15,0,19-10-2024,24-10-2024,Under Surveillance,"Cases from Village T. Tumbigere, Sub-District Harapanahalli. Diarrhea. 2 of 4 water samples NSPP. 15 of 18 blood samples positive for Leptospira IgM. District RRT investigated.",Week 43
KL/KTM/2024/43/2611,Kerala,Kottayam,Mumps,65,0,24-10-2024,24-10-2024,Under Surveillance,"Cases from Model Residential School, Ettumanoor. Swelling of parotid glands, pain and fever. Age group 9-16 years. District RRT investigated.",Week 43
KL/KOZ/2024/43/2612,Kerala,Kozhikode,Hepatitis A,28,0,21-10-2024,22-10-2024,Under Surveillance,"Cases from Village Nadapuram, Sub-District Vatakara. Fever, jaundice and pain abdomen. All 3 blood samples positive for Hepatitis A IgM. District RRT investigated.",Week 43
KL/PLK/2024/43/2613,Kerala,Palakkad,Mumps,41,0,25-10-2024,25-10-2024,Under Surveillance,"Cases from Village Kuthannur-II, Sub-District Alathur. Swelling of parotid glands, pain and fever. District RRT investigated.",Week 43
KL/THR/2024/43/2614,Kerala,Thiruvananthapuram,Mumps,77,0,20-10-2024,24-10-2024,Under Surveillance,"Cases from Sub-District Chirayinkeezhu. Swelling of parotid glands, pain and fever. 13 of 19 blood samples positive for Mumps IgM. District RRT investigated.",Week 43
MP/ENM/2024/43/2615,Madhya Pradesh,East Nimar,Chikungunya,129,0,22-10-2024,22-10-2024,Under Surveillance,"Cases from Village Dhorani, Sub-District Khandwa (Jawar). Fever. 5 of 11 blood samples positive for Chikungunya IgM. District RRT investigated.",Week 43
MP/GNA/2024/43/2616,Madhya Pradesh,Guna,Acute Diarrheal Disease,36,0,24-10-2024,25-10-2024,Under Surveillance,"Cases from Village Khairai, Sub-District Raghogarh. Loose stools. Stool samples negative. District RRT investigated.",Week 43
MP/SIN/2024/43/2617,Madhya Pradesh,Singrauli,Typhoid,28,0,22-10-2024,25-10-2024,Under Surveillance,"Cases from Village Barahpan, Sub-District Singrauli. Loose stools. Stool showed growth of Salmonella. Water samples unfit. District RRT investigated.",Week 43
MH/AHM/2024/43/2618,Maharashtra,Ahmednagar,Acute Diarrheal Disease,129,0,20-10-2024,22-10-2024,Under Control,"Cases from Village Lonikh, Sub-District Rahta. Vomiting and loose stools. Age group 4-65 years. District RRT investigated.",Week 43
MN/NOY/2024/43/2619,Manipur,Noney,Food Poisoning,26,1,23-09-2024,23-10-2024,Under Control,"Cases from village Lubanglong, Sub-District Khoupum. Vomiting, diarrhea and pain abdomen. 2 samples positive for Salmonella (Non typhoidal sps) by Multiplex PCR. After consuming fermented soyabean. 34-year-old male expired on 23-10-2024.",Week 43
OR/KHR/2024/43/2620,Odisha,Khordha,Hepatitis A,12,0,24-10-2024,25-10-2024,Under Surveillance,"Cases from Village Padanpur, Sub-District Jatani. Fever, jaundice. 5 of 6 blood samples positive for Hepatitis A IgM. All water samples unfit. District RRT investigated.",Week 43
OR/MYB/2024/43/2621,Odisha,Mayurbhanj,Acute Diarrheal Disease,11,0,24-10-2024,24-10-2024,Under Control,"Cases from Village Thakurgoda, Sub-District Jashipur. Vomiting and diarrhea. Rectal swabs negative. Water samples fit. District RRT investigated.",Week 43
TN/KNC/2024/43/2622,Tamil Nadu,Kanchipuram,Acute Diarrheal Disease,13,0,19-10-2024,21-10-2024,Under Control,"Cases from Village Nagapattu, Sub-District Kancheepuram. Loose stools and vomiting. Stool sample negative. District RRT investigated.",Week 43
TN/VIR/2024/43/2623,Tamil Nadu,Virudhunagar,Mumps,25,0,21-10-2024,21-10-2024,Under Surveillance,"Cases from Villages Mugavoor and Devadhanam, Sub-District Rajapalayam. Swelling of parotid glands. All 10 serum samples negative for Mumps IgM by ELISA. All cases clinically diagnosed. Age group 11-15 years. District RRT investigated.",Week 43
TL/SYP/2024/43/2624,Telangana,Suryapet,Acute Diarrheal Disease,48,0,20-10-2024,26-10-2024,Under Control,"Cases from Village Mallareddygudem. Loose stools, pain abdomen and vomiting. Stool samples negative. Water samples unfit. District RRT investigated.",Week 43
UP/HPR/2024/43/2625,Uttar Pradesh,Hapur,Dengue,8,0,19-10-2024,23-10-2024,Under Surveillance,Cases from village Harsingpur and Mehmoodpur. Active search for fever cases done. 8 of 127 blood samples positive for Dengue NS1 by RDT. District RRT investigated.,Week 43
UP/RBR/2024/43/2626,Uttar Pradesh,Rae Bareli,Acute Diarrheal Disease,55,1,20-10-2024,23-10-2024,Under Surveillance,Cases from village Jaitpur (Mill Area). Loose stools and vomiting. Age group 3-60 years. Both water samples fit. Pipeline leakage observed. 60-year-old female expired on 20-10-2024. District RRT investigated.,Week 43
WB/PRL/2024/43/2627,West Bengal,Purulia,Acute Diarrheal Disease,15,0,24-10-2024,24-10-2024,Under Control,"Cases from Village Lanka, Sub-District Barabazar. Loose stools. Age group 12-65 years. Stool samples negative. 1 water sample unfit. District RRT investigated.",Week 43
AP/PTM/2024/43/2628,Andhra Pradesh,Parvathipuram Manyam,Acute Diarrheal Disease,57,0,05-10-2024,,Under Surveillance,Late report. Cases from village Pachipenta. Loose stools and vomiting. 4 of 25 water samples unfit. District RRT investigated.,Week 43
AP/VIZ/2024/43/2629,Andhra Pradesh,Vizianagaram,Cholera,201,4,14-10-2024,,Under Surveillance,"Late report. Cases from Village Gurla. Vomiting, loose stools. 50 of 102 stool samples positive for Vibrio cholrae. Water samples unfit. Alternate water (tankers) provided. Medical camp set up at PHC Gurla.",Week 43
MP/DIN/2024/43/2630,Madhya Pradesh,Dindori,Acute Diarrheal Disease,26,0,28-09-2024,,Under Surveillance,"Late report. Cases from village Kusera, CHC Mehanedanwani. Loose stools and vomiting. 4 of 6 water samples unfit. District RRT investigated.",Week 43
MP/STN/2024/43/2631,Madhya Pradesh,Satna,Scrub Typhus,17,1,01-10-2024,,Under Surveillance,"Late report. Cases from Village Rajarwar, Sub-District Kotar. Fever with rash. 17 of 28 blood samples positive for Scrub typhus IgM. 11-year-old boy expired on 07-09-2024. District RRT investigated.",Week 43
MH/NAS/2024/43/2632,Maharashtra,Nashik,Acute Diarrheal Disease,171,0,17-10-2024,,Under Surveillance,"Late report. Cases from Village Ambasan, Sub-District Baglan. Vomiting and loose stools. 2 of 6 water samples unfit. Stool samples negative. District RRT investigated.",Week 43
MH/RIG/2024/43/2633,Maharashtra,Raigad,Hepatitis A,37,0,17-10-2024,,Under Surveillance,"Late report. Cases from Village Kalote Mokashi, Sub-District Khalapur. Jaundice, fever, and weakness. 4 of 10 blood samples positive for Hepatitis A IgM. District RRT investigated.",Week 43
MN/IMW/2024/43/2634,Manipur,Imphal West,Dengue,3007,4,20-09-2024,,Under Surveillance,"Late report. Cases from >100 villages of 4 blocks in Imphal West. Fever, headache, bodyache. 3007 of 3835 samples positive for Dengue. Total 4 deaths (51-yr male, 85-yr male, 76-yr male, 64-yr male). Fogging, larvicidal spray done. Vector control measures implemented.",Week 43
MZ/LWG/2024/43/2635,Mizoram,Lawngtlai,Measles,10,0,23-08-2024,,Under Surveillance,Late report. Cases from Village Sabualtlang. Fever with rash. All 10 serum samples positive for Measles IgM. Age group 1-6 years. Vitamin A given. 6 cases vaccinated against MR. District RRT investigated.,Week 43
DN/DNH/2024/43/2636,Dadra And Nagar Haveli,Dadra And Nagar Haveli,Acute Diarrheal Disease,18,0,17-10-2024,,Under Surveillance,Late report. Cases from Village Apti. Loose stools and vomiting. Stool samples negative. Water samples unfit. District RRT investigated.,Week 43
UP/PRJ/2024/43/2637,Uttar Pradesh,Prayagraj,Acute Diarrheal Disease,37,0,27-09-2024,,Under Control,"Late report. Cases from village Lali, Block Shankargarh. Loose stools and vomiting. Age group 4-70 years. Pipeline leakage observed. District RRT investigated.",Week 43
AS/GLP/2024/44/2638,Assam,Goalpara,Dengue,29,0,29-10-2024,30-10-2024,Under Surveillance,"Cases from Borjhora Village, Agia Block. Fever with headache. Age 31-60 yrs. 29/158 samples positive for Dengue IgM by ELISA. RRT investigated. Community awareness on vector control.",Week 44
AS/GLP/2024/44/2639,Assam,Goalpara,Dengue,28,0,28-10-2024,29-10-2024,Under Surveillance,"Cases from Panisali Village, Lakhipur Block. Fever with headache. Age 31-60 yrs. 28/142 samples positive for Dengue NS1 Ag by ELISA. RRT investigated. Community awareness on vector control.",Week 44
AS/NLB/2024/44/2640,Assam,Nalbari,Measles,3,0,28-10-2024,29-10-2024,Under Surveillance,"Cases from MG Model Hospital Belsor, Gandhia Village, Chamata BPHC. Fever with rash. Age 1-35 yrs. 3/3 samples positive for Measles IgM by ELISA. RRT investigated.",Week 44
BH/KIS/2024/44/2641,Bihar,Kishanganj,Acute Encephalitic Syndrome,4,4,02-11-2024,02-11-2024,Under Surveillance,"Cases from Padampur Village, Dighalbank. Age 2-12 yrs. 4 deaths from same family. 1 JE IgM positive, 4 Dengue IgM positive out of 15 samples. RRT investigated.",Week 44
CT/RAP/2024/44/2642,Chhattisgarh,Raipur,Acute Diarrheal Disease,30,0,26-10-2024,28-10-2024,Under Control,Cases from UPHC Hirapur. Diarrhea and vomiting. Stool sample negative on culture. Water sample safe. Probable cause: contaminated drinking water. RRT investigated.,Week 44
HR/NUH/2024/44/2643,Haryana,Nuh,Diphtheria,3,0,28-10-2024,29-10-2024,Under Control,"Cases from Gangwani Village, Punahana. Sore throat, fever, grayish white membrane, bull neck. Unvaccinated. Age 6-24 yrs. 3/3 throat swabs positive for Diphtheria. RRT investigated.",Week 44
JK/SRN/2024/44/2644,Jammu and Kashmir,Srinagar,Hepatitis A,13,0,31-10-2024,02-11-2024,Under Surveillance,"Cases from UPHC Harwan, Dara Village. Jaundice. Age 5-55 yrs. 4/12 blood samples positive for Anti-HAV IgM. Both water samples unfit. RRT investigated.",Week 44
JH/BKO/2024/44/2645,Jharkhand,Bokaro,Acute Diarrheal Disease,20,0,01-11-2024,03-11-2024,Under Control,"Cases from CHC Chas, Gamdidih Village. Loose stools and vomiting. Age 5-65 yrs. RRT investigated. Symptomatic treatment.",Week 44
JH/ESB/2024/44/2646,Jharkhand,East Singhbum,Acute Diarrheal Disease,9,0,31-10-2024,01-11-2024,Under Control,"Cases from Dhirol Village, Potka. Loose stools and vomiting. Age 12-68 yrs. All 3 water samples unfit (Enterococcus fecalis). RRT investigated.",Week 44
JH/ESB/2024/44/2647,Jharkhand,East Singhbum,Acute Diarrheal Disease,45,1,27-10-2024,28-10-2024,Under Control,"Cases from Dhadkidih Village, Patamda. Loose stools, pain abdomen, vomiting. Age 5-80 yrs. Water samples unfit (Enterococcus fecalis). 1 death (60yr female). RRT investigated.",Week 44
KN/KLB/2024/44/2648,Karnataka,Kalaburagi,Cholera,85,0,30-10-2024,31-10-2024,Under Control,"Cases from Huda B Village, Sedam. Loose stools and pain abdomen. All 8 stool samples positive for Vibrio cholera O1. 12/27 water samples non-potable. Pipeline leakage suspected. RRT investigated.",Week 44
KN/VJN/2024/44/2649,Karnataka,Vijayanagar,Acute Diarrheal Disease,13,0,29-10-2024,30-10-2024,Under Surveillance,"Cases from Valthanda Village, Harapanahalli. Diarrhea. Probable cause: contaminated drinking water. RRT investigated.",Week 44
KL/ERN/2024/44/2650,Kerala,Ernakulam,Mumps,7,0,29-10-2024,01-11-2024,Under Surveillance,"Cases from school under FHC Vazhakulam, Kottangal Village. Fever, swelling in neck. Clinically diagnosed. RRT investigated.",Week 44
KL/ERN/2024/44/2651,Kerala,Ernakulam,Hepatitis A,6,0,28-10-2024,29-10-2024,Under Surveillance,"Cases from FHC Kumarapuram, same family. Fever, myalgia, nausea, jaundice. Age 6-15 yrs. 1 sample positive for Hepatitis A. Probable cause: contaminated well water. RRT investigated.",Week 44
KL/ERN/2024/44/2652,Kerala,Ernakulam,Mumps,8,0,26-10-2024,29-10-2024,Under Control,"Cases from school under FHC Maneed, Muvattupuzha. Fever, swelling in neck. Age 3-9 yrs. Clinically diagnosed. RRT investigated.",Week 44
KL/PLK/2024/44/2653,Kerala,Palakkad,Mumps,26,0,28-10-2024,28-10-2024,Under Surveillance,"Cases from school hostel, PHC Sholayur, Attappadi. Fever, swelling in neck. Clinically diagnosed. RRT investigated.",Week 44
KL/PTM/2024/44/2654,Kerala,Pathanamthitta,Acute Diarrheal Disease,30,0,01-11-2024,01-11-2024,Under Control,"Cases from FHC Kottangal. Fever, diarrhea, vomiting after religious program. Age 5-15 yrs. Water samples unsatisfactory. Stool negative. RRT investigated.",Week 44
MP/MOR/2024/44/2655,Madhya Pradesh,Morena,Dengue,41,0,31-10-2024,02-11-2024,Under Surveillance,"Cases from SHC Gastoli, Bastoli Village. Fever. Age 15-44 yrs. 5/41 samples positive for Dengue NS1 Ag by ELISA. RRT investigated.",Week 44
MP/RTL/2024/44/2656,Madhya Pradesh,Ratlam,Cholera,28,2,27-10-2024,28-10-2024,Under Control,"Cases from Khora Village, Block Bajna. Abdominal pain, loose motion after social gathering. 1 stool positive for Vibrio cholera. 2 deaths (40yr female on 20.10.2024, 10yr male on 25.10.2024). RRT investigated.",Week 44
MP/REW/2024/44/2657,Madhya Pradesh,Rewa,Dengue,109,0,28-10-2024,28-10-2024,Under Surveillance,"Cases from VDRL SS MC Rewa. Fever, headache, body ache. Age 15-45 yrs. All 109 samples positive for Dengue IgM/NS1Ag by ELISA. RRT investigated.",Week 44
MP/UJN/2024/44/2658,Madhya Pradesh,Ujjain,Acute Diarrheal Disease,5,0,01-11-2024,01-11-2024,Under Control,"Cases from PHC Panbihar, Ambodiya Village. Watery stool and vomiting. Water sample unfit for consumption. RRT investigated.",Week 44
MH/PLG/2024/44/2659,Maharashtra,Palghar,Dengue,22,1,29-10-2024,30-10-2024,Under Surveillance,"Cases from Saravali Village, Block Palghar. Fever with headache. Age 25-55 yrs. 2/22 samples positive for Dengue IgM. 1 death (35yr male, multi-organ failure, Dengue NS1 positive). RRT investigated.",Week 44
MH/THN/2024/44/2660,Maharashtra,Thane,Acute Diarrheal Disease,97,0,28-10-2024,31-10-2024,Under Surveillance,"Cases from Manjarli Village, Block Kalyan. Loose motions, abdominal pain, weakness. Age 10-55 yrs. 4/20 water samples non-potable. Probable cause: contaminated drinking water. RRT investigated.",Week 44
MZ/AZW/2024/44/2661,Mizoram,Aizawl,Dengue,157,0,29-10-2024,29-10-2024,Under Control,"Cases from Bethlehem Vengthlang locality. Fever, headache, body ache, dizziness. Age 6-80 yrs. 3/13 samples positive for Dengue NS1 Antigen by ELISA. RRT investigated.",Week 44
OR/BAL/2024/44/2662,Odisha,Balangir,Acute Diarrheal Disease,12,0,30-10-2024,30-10-2024,Under Control,Cases from Burobhadi Village. Loose motion & vomiting. Age 15-44 yrs. Water samples H2S positive. No entero-pathogen in rectal swabs. RRT investigated.,Week 44
OR/BRG/2024/44/2663,Odisha,Bargarh,Acute Diarrheal Disease,19,0,31-10-2024,31-10-2024,Under Control,"Cases from Litipali Village, Bijepur. Loose motion with vomiting. Age 15-44 yrs. Water samples H2S positive. No entero-pathogen found. RRT investigated.",Week 44
OR/DEO/2024/44/2664,Odisha,Deogarh,Acute Diarrheal Disease,6,2,02-11-2024,02-11-2024,Under Control,"Cases from Butapali Village, Reamal. Loose motion with vomiting. Age 15-59 yrs. Water samples H2S positive. 2 deaths (22yr female, 59yr male). RRT investigated.",Week 44
OR/MYB/2024/44/2665,Odisha,Mayurbhanj,Acute Diarrheal Disease,12,0,30-10-2024,30-10-2024,Under Control,"Cases from Badasimulia Village, Kaptipada. Loose motion & vomiting. Age 15-44 yrs. Water samples H2S positive. No entero-pathogen found. RRT investigated.",Week 44
OR/PUR/2024/44/2666,Odisha,Puri,Hepatitis A,12,0,01-11-2024,01-11-2024,Under Surveillance,Cases from Jaganathpur Village. Loose motion & vomiting. Age 5-44 yrs. 4/4 blood samples positive for Anti-HAV IgM by ELISA. RRT investigated.,Week 44
TN/ERD/2024/44/2667,Tamil Nadu,Erode,Mumps,6,0,30-10-2024,02-11-2024,Under Surveillance,"Cases from school in Nanjagoudenpalayam. Fever, sore throat, swelling in parotid. Age 11-15 yrs. Clinically diagnosed. RRT investigated.",Week 44
TN/VIL/2024/44/2668,Tamil Nadu,Villupuram,Mumps,8,0,01-11-2024,02-11-2024,Under Surveillance,"Cases from Koonimedu Village. Fever, swelling in parotid. Age 6-10 yrs. 3/8 samples positive for Mumps IgM by ELISA. RRT investigated.",Week 44
TL/ASF/2024/44/2669,Telangana,Kumuram Bheem Asifabad,Acute Diarrheal Disease,63,0,01-11-2024,02-11-2024,Under Control,"Cases from PHC Wankidi. Abdominal pain, vomiting, loose motion, fever. Age 12-15 yrs. 3 stool samples positive for Bacillus cereus. RRT investigated.",Week 44
UP/FRU/2024/44/2670,Uttar Pradesh,Farrukhabad,Fever with Rash,8,0,28-10-2024,30-10-2024,Under Surveillance,"Cases from Nasratpur Village, CHC Kamalganj. Age 10 months to 27 yrs. Mostly unimmunized. 5 samples negative for Measles IgM. RRT investigated.",Week 44
UP/GON/2024/44/2671,Uttar Pradesh,Gonda,Food Poisoning,72,0,28-10-2024,29-10-2024,Under Control,"Cases from Jaber Nagar Tiwari Purwa, CHC Belsar. Loose motion and abdominal pain after birthday party. Cases treated at CHC Belsar and Tarabganj. RRT investigated.",Week 44
WB/SPR/2024/44/2672,West Bengal,24 Paraganas South,Acute Diarrheal Disease,20,0,29-10-2024,29-10-2024,Under Control,"Cases from Dakhin Gazipur Village. Loose motion and pain abdomen. All ages. Stool negative, water samples potable. Probable source: tube well. RRT investigated.",Week 44
